codigo,categoria,categoria_wp_id,has_translation,nombre_es,nombre_en,nombre_pt,descripcion_corta_es,descripcion_corta_en,descripcion_corta_pt
EQ028,equipos,5,true,"Mallas Nitex","Microalgae Cultivation Incubator","Incubadora para Cultivo de Microalgas","Mallas de precisión fabricadas con monofilamento sintético especializado, diseñadas para garantizar consistencia en la filtración. Son resistentes ...","Specialized incubator for controlled cultivation of microalgae used as live food in aquaculture. Includes precise temperature control, programmable...","Incubadora especializada para cultivo controlado de microalgas utilizadas como alimento vivo em aquicultura. Inclui controle preciso de temperatura..."
EQ029,equipos,5,true,"Mallas para Piscinas Camaroneras","Digital Particle Counter","Contador de Partículas Digital","Mallas sintéticas de alta resistencia diseñadas para aplicaciones en acuicultura. Fabricadas con polímeros de calidad, son resistentes a bacterias,...","Automatic digital counter for rapid and accurate analysis of phytoplankton, zooplankton and other particle density in suspension. Uses image analys...","Contador digital automático para análise rápida e precisa de densidade de fitoplâncton, zooplâncton e outras partículas em suspensão. Utiliza tecno..."
EQ030,equipos,5,true,"Manguera de Vinil Transparente","Spectrophotometer for Water Analysis","Espectrofotômetro para Análise de Água","Aprobado por la FDA, de muy alta calidad con un diámetro ligeramente más grande y pared más pesada que la tubería de acuario.","UV-Visible spectrophotometer specialized for advanced chemical analysis of water in aquaculture systems. Allows precise determination of nutrients,...","Espectrofotômetro UV-Visível especializado para análise química avançada de água em sistemas aquícolas. Permite determinação precisa de nutrientes,..."
EQ031,equipos,5,true,"Manguera Difusora","UV Sterilizer for Equipment","Esterilizador UV para Equipamentos","Para obtener un ambiente adecuado en el estanque, la manguera difusora se debe ubicar de acuerdo a la forma del mismo: Estanque circular: Debe ser ...","UV-C sterilizer specialized for disinfection of equipment, tools and surfaces in aquaculture laboratories and hatcheries. Compact design with close...","Esterilizador UV-C especializado para desinfecção de equipamentos, ferramentas e superfícies em laboratórios e hatcheries aquícolas. Design compact..."
EQ032,equipos,5,true,"Medidor de Calcio","Laboratory Magnetic Stirrer","Agitador Magnético para Laboratório","Medidor portátil de calcio con electrodo selectivo de iones, diseñado para ofrecer mediciones rápidas y precisas en campo o laboratorio. Su diseño ...","Precision magnetic stirrer for preparation of solutions, culture media and reagents in aquaculture laboratories. Includes variable speed control, o...","Agitador magnético de precisão para preparação de soluções, meios de cultivo e reagentes em laboratórios aquícolas. Inclui controle de velocidade v..."
EQ033,equipos,5,true,"Medidor de Conductividad EC-11","Precision Analytical Balance","Balança Analítica de Precisão","Medidor portátil compacto y de alta precisión diseñado para la medición de conductividad en campo o laboratorio. Su tecnología de doble electrodo b...","High-precision analytical balance for exact weighing of reagents, samples and standards in aquaculture laboratories. Equipped with electromagnetic ...","Balança analítica de alta precisão para pesagem exata de reagentes, amostras e padrões em laboratórios aquícolas. Equipada com célula de carga elet..."
EQ034,equipos,5,true,"Medidor de pH","Centrifuge for Biological Samples","Centrífuga para Amostras Biológicas","","High-speed desktop centrifuge for separation of biological samples in aquaculture laboratories. Designed for phytoplankton concentration, cell sepa...","Centrífuga de mesa de alta velocidade para separação de amostras biológicas em laboratórios aquícolas. Projetada para concentração de fitoplâncton,..."
EQ035,equipos,5,true,"Medidor de Potasio","Sterilization Autoclave","Autoclave para Esterilização","Medidor portátil japonés de potasio de alta precisión, ideal para laboratorio y campo. Utiliza tecnología de electrodo selectivo de iones, requiere...","Automatic benchtop autoclave for sterilization of culture media, instruments and laboratory materials in aquaculture facilities. Uses saturated ste...","Autoclave de mesa automática para esterilização de meios de cultivo, instrumentos e materiais de laboratório em instalações aquícolas. Utiliza vapo..."
EQ036,equipos,5,true,"Microscopio","Digital Thermostat for Aquariums","Termostato Digital para Aquários","Microscopio clínico de la vanguardia 1220CM-BP Cabeza binocular","Precision digital thermostat for automatic temperature control in culture tanks, laboratories and broodstock maintenance systems. Includes submersi...","Termostato digital de precisão para controle automático de temperatura em tanques de cultivo, laboratórios e sistemas de manutenção de reprodutores..."
EQ037,equipos,5,true,"Neon OPTOD","Ultrasonic Cleaning System","Sistema de Limpeza por Ultrassom","Oxímetro portátil de alta precisión para medición de oxígeno disuelto y temperatura en sistemas acuícolas. Utiliza sensor OPTOD con tecnología ópti...","Professional ultrasonic cleaner for deep cleaning of instruments, equipment and aquaculture laboratory materials. Uses high-frequency ultrasonic wa...","Limpador ultrassônico profissional para limpeza profunda de instrumentos, equipamentos e materiais de laboratório aquícola. Utiliza ondas ultrassôn..."
EQ038,equipos,5,true,"Oxigenómetro - Disuelto DO -120","Multi-Channel Peristaltic Pump","Bomba Peristáltica Multicanal","Oxigenómetro portátil japonés de alta precisión para mediciones de oxígeno disuelto y temperatura en campo. Equipado con sensor galvánico y carcasa...","Precision multi-channel peristaltic pump for simultaneous dosing of different solutions in aquaculture systems. Ideal for automatic application of ...","Bomba peristáltica de precisão com múltiplos canais para dosagem simultânea de diferentes soluções em sistemas aquícolas. Ideal para aplicação auto..."
EQ039,equipos,5,true,"Oxigenómetro - Oakton 260","High-Speed Homogenizer","Homogeneizador de Alta Velocidade","Medidor portátil de oxígeno disuelto y temperatura, diseñado con una carcasa robusta, antideslizante y resistente al agua (IP67), polvo e impactos....","High-speed homogenizer for sample preparation, emulsions and suspensions in aquaculture laboratories. Especially useful for food homogenization, pr...","Homogeneizador de alta velocidade para preparação de amostras, emulsões e suspensões em laboratórios aquícolas. Especialmente útil para homogeneiza..."
EQ040,equipos,5,true,"Oxigenómetro OxyGuard Polaris C","Automatic Media Dispenser","Dispensador Automático de Meios","Oxímetro portátil de campo con sonda galvánica que permite medir oxígeno disuelto (en mg/L y % de saturación), temperatura y compensación de salini...","High-precision automatic dispenser for distribution of culture media, solutions and reagents in Petri dishes and test tubes. Essential for aquacult...","Dispensador automático de alta precisão para distribuição de meios de cultivo, soluções e reagentes em placas de Petri e tubos de ensaio. Essencial..."
EQ041,equipos,5,true,"Piedras Difusoras","Digital Residual Chlorine Meter","Medidor de Cloro Residual Digital","Los difusores de aire son ideales para producir una emisión homogénea de pequeñas burbujas en su acuario de agua dulce o salada. Con estos difusore...","Portable digital meter for precise determination of free and total chlorine in water treatment systems for aquaculture. Uses DPD colorimetric metho...","Medidor digital portátil para determinação precisa de cloro livre e total em sistemas de tratamento de água para aquicultura. Utiliza método colori..."
EQ042,equipos,5,true,"Salinómetro -11","IoT Remote Monitoring System","Sistema de Monitoramento Remoto IoT","Salinómetro portátil de alta precisión con sensor plano, ideal para mediciones rápidas y confiables de salinidad en agua de mar, soluciones nutriti...","Comprehensive IoT-based remote monitoring system for continuous tracking of critical parameters in aquaculture farms. Includes wireless sensors, co...","Sistema integral de monitoramento remoto baseado em IoT para acompanhamento contínuo de parâmetros críticos em fazendas aquícolas. Inclui sensores ..."
EQ043,equipos,5,true,"Salinómetro Vee Gee STX-3","Benchtop Freeze Dryer","Liofilizador de Bancada","Refractómetro manual de alta precisión diseñado para medir la concentración de sal (ppt) y la gravedad específica (GE) en agua de mar. Fabricado co...","Compact benchtop freeze dryer for preservation of biological samples, microbial cultures and biotechnological products in aquaculture laboratories....","Liofilizador de bancada compacto para preservação de amostras biológicas, cultivos microbianos e produtos biotecnológicos em laboratórios aquícolas..."
EQ044,equipos,5,true,"Smart Spectro","Laminar Flow Chamber","Câmara de Fluxo Laminar","Un espectrofotómetro fácil de usar y preciso. Con selección automática de longitudes de onda, pruebas preprogramadas y un rendimiento superior.","Horizontal laminar flow chamber for sterile work in aquaculture microbiology laboratories. Provides particle-free environment for microbial culture...","Câmara de fluxo laminar horizontal para trabalho estéril em laboratórios de microbiologia aquícola. Proporciona ambiente livre de partículas para m..."
EQ045,equipos,5,false,"Termómetro","Thermometer","Termômetro","","",""
EQ046,equipos,5,true,"Tirillas pH","Sample Concentrator by Centrifugation","Concentrador de Amostras por Centrifugação","","High-speed centrifugal concentrator for rapid concentration of microorganisms, cells and suspended particles. Ideal for concentration of phytoplank...","Concentrador centrífugo de alta velocidade para concentração rápida de microorganismos, células e partículas em suspensão. Ideal para concentração ..."
EQ047,equipos,5,true,"Tubos API","Ultra Pure Water Purification System","Sistema de Purificação de Água Ultra Pura","API, Tubos de prueba de plástico, repuesto con tapas para cualquier kit de prueba de acuario, incluyendo el kit de prueba maestro de agua dulce API...","Complete water purification system for obtaining Type I ultra pure water for critical applications in aquaculture laboratories. Combines multiple t...","Sistema completo de purificação de água para obtenção de água ultra pura tipo I para aplicações críticas em laboratórios aquícolas. Combina múltipl..."
EQ048,equipos,5,true,"Waterlink Spin Touch","Multifunctional Workstation","Estação de Trabalho Multifuncional","Fotómetro digital avanzado para pruebas rápidas y precisas en agua dulce y salada. Utiliza discos prellenados (SpinDisk™) para ejecutar de 8 a 10 p...","Comprehensive workstation that combines multiple essential equipment for aquaculture laboratories in a single compact unit. Includes magnetic stirr...","Estação de trabalho integral que combina múltiplos equipamentos essenciais para laboratórios aquícolas em uma única unidade compacta. Inclui agitad..."
PB001,probioticos,6,true,"Hatchery Prime","Hatchery Prime","Hatchery Prime","Es un producto de biorremediación utilizado en los criaderos de acuicultura para mejorar la calidad del agua y reducir los patógenos que alteran la...","It is a bioremediation product used in aquaculture hatcheries to improve water quality and reduce pathogens that alter environmental conditions, st...","É um produto de biorremediação utilizado em incubatórios de aquicultura para melhorar a qualidade da água e reduzir patógenos que alteram as condiç..."
PB002,probioticos,6,true,"PondToss","PondToss","PondToss","PondToss son premezclas de bacterias de diferentes usos, las cuales sirven para degradar desechos orgánicamente sano para el cultivo de camarones o...","PondToss are bacterial premixes for different uses, which serve to degrade waste organically healthy for shrimp or fish culture. It is composed of ...","PondToss são pré-misturas de bactérias de diferentes usos, que servem para degradar resíduos organicamente saudáveis para cultivo de camarões ou pe..."
PB003,probioticos,6,true,"Terminate","Terminate","Terminate","Terminate es una mezcla que contiene cuatro tipos de bacterias liofilizadas de diferentes usos, las cuales sirven para mejorar la salud del animal,...","Terminate is a mixture containing four types of freeze-dried bacteria for different uses, which serve to improve animal health and promote a health...","Terminate é uma mistura que contém quatro tipos de bactérias liofilizadas de diferentes usos, que servem para melhorar a saúde do animal e promover..."
PB004,probioticos,6,true,"Waste & Sludge Reducer™ (WSR)","Waste & Sludge Reducer™ (WSR)","Waste & Sludge Reducer™ (WSR)","Contiene cepas bacterianas probióticas que mejoran la calidad del suelo y agua. Contiene cuatro especies de Bacillus que usan múltiples modos de ac...","Contains probiotic bacterial strains that improve soil and water quality. Contains four Bacillus species that use multiple modes of action to reduc...","Contém cepas bacterianas probióticas que melhoram a qualidade do solo e da água. Contém quatro espécies de Bacillus que usam múltiplos modos de açã..."
QU001,quimicos,7,true,"Ácido Fórmico","Formic Acid","Ácido Fórmico","Ácido orgánico con propiedades acidificantes y antimicrobianas, ideal para el control de patógenos en agua de laboratorios y camaroneras. De uso fr...","Organic acid with acidifying and antimicrobial properties, ideal for pathogen control in laboratory and farm water. Frequently used in general disi...","Ácido orgânico com propriedades acidificantes e antimicrobianas, ideal para controle de patógenos em água de laboratórios e fazendas. De uso freque..."
QU002,quimicos,7,true,"Ácido Húmico","Humic Acid","Ácido Húmico","El Ácido Húmico es un bioestimulante natural que mejora la calidad del agua en sistemas de cultivo acuático. Tiene efecto floculante y promueve la ...","Humic Acid is a natural biostimulant that improves water quality in aquatic culture systems. It has a flocculating effect and promotes particle sed...","O Ácido Húmico é um bioestimulante natural que melhora a qualidade da água em sistemas de cultivo aquático. Tem efeito floculante e promove a sedim..."
QU003,quimicos,7,true,"Ácido Nítrico","Nitric Acid","Ácido Nítrico","El Ácido Nítrico es un compuesto químico con propiedades desinfectantes y acidificantes, utilizado ampliamente en el mantenimiento de bioseguridad ...","Nitric Acid is a chemical compound with disinfectant and acidifying properties, widely used in maintaining biosecurity of aquatic crops. It is high...","O Ácido Nítrico é um composto químico com propriedades desinfetantes e acidificantes, amplamente utilizado na manutenção da biossegurança de cultiv..."
QU004,quimicos,7,true,"Cloro Granulado","Granulated Chlorine","Cloro Granulado","Desinfectante de amplio espectro con un 70% de pureza, utilizado como parte de los programas de bioseguridad en laboratorios, criaderos, camaronera...","Broad-spectrum disinfectant with 70% purity, used as part of biosecurity programs in laboratories, hatcheries, farms and packing plants. Its action...","Desinfetante de amplo espectro com 70% de pureza, utilizado como parte dos programas de biossegurança em laboratórios, incubatórios, fazendas e emp..."
QU005,quimicos,7,true,"Cloruro de Magnesio","Magnesium Chloride","Cloreto de Magnésio","El Cloruro de Magnesio es un suplemento mineral esencial de alta pureza utilizado en sistemas acuáticos, especialmente en cultivos de camarón. Su a...","Magnesium Chloride is an essential high-purity mineral supplement used in aquatic systems, especially in shrimp culture. Its application strengthen...","O Cloreto de Magnésio é um suplemento mineral essencial de alta pureza utilizado em sistemas aquáticos, especialmente em cultivos de camarão. Sua a..."
QU006,quimicos,7,true,"Cloruro de Potasio","Potassium Chloride","Cloreto de Potássio","El Cloruro de Potasio es un suplemento mineral altamente puro y esencial para el cultivo de camarón, especialmente en sistemas de baja salinidad. E...","Potassium Chloride is a highly pure and essential mineral supplement for shrimp culture, especially in low salinity systems. Potassium is fundament...","O Cloreto de Potássio é um suplemento mineral altamente puro e essencial para o cultivo de camarão, especialmente em sistemas de baixa salinidade. ..."
QU007,quimicos,7,true,"EDTA (4Na)","EDTA (4Na)","EDTA (4Na)","EDTA (ácido etilendiaminotetraacético tetrasódico) es un potente agente quelante utilizado ampliamente en acuicultura para eliminar metales pesados...","EDTA (tetrasodium ethylenediaminetetraacetic acid) is a powerful chelating agent widely used in aquaculture to remove heavy metals from water such ...","EDTA (ácido etilenodiaminotetracético tetrassódico) é um potente agente quelante amplamente utilizado na aquicultura para remover metais pesados da..."
QU008,quimicos,7,true,"Formaldehído (Formol)","Formaldehyde (Formalin)","Formaldeído (Formol)","El formaldehído, conocido en solución acuosa como formol, es un desinfectante y antiparasitario de amplio espectro utilizado en la acuicultura. Es ...","Formaldehyde, known in aqueous solution as formalin, is a broad-spectrum disinfectant and antiparasitic used in aquaculture. It is effective in tre...","O formaldeído, conhecido em solução aquosa como formol, é um desinfetante e antiparasitário de amplo espectro utilizado na aquicultura. É eficaz no..."
QU009,quimicos,7,true,"Metasilicato de Sodio","Sodium Metasilicate","Metassilicato de Sódio","El Metasilicato de Sodio es un fertilizante microgranulado soluble utilizado en cultivos acuáticos, especialmente en laboratorios y camaroneras, pa...","Sodium Metasilicate is a soluble microgranulated fertilizer used in aquatic cultures, especially in laboratories and shrimp farms, to stimulate the...","O Metassilicato de Sódio é um fertilizante microgranulado solúvel utilizado em cultivos aquáticos, especialmente em laboratórios e camaroneiras, pa..."
QU010,quimicos,7,true,"Nitrato de Sodio","Sodium Nitrate","Nitrato de Sódio","El Nitrato de Sodio es un fertilizante de alta pureza utilizado en cultivos acuáticos, especialmente en camaroneras, para fomentar la proliferación...","Sodium Nitrate is a high purity fertilizer used in aquatic cultures, especially in shrimp farms, to promote the proliferation of phytoplankton and ...","O Nitrato de Sódio é um fertilizante de alta pureza utilizado em cultivos aquáticos, especialmente em camaroneiras, para fomentar a proliferação do..."
QU011,quimicos,7,true,"Nitrato Sódico Potásico","Sodium Potassium Nitrate","Nitrato Sódico Potássico","El Nitrato Sódico Potásico es un fertilizante natural especialmente formulado para mantener el equilibrio iónico en sistemas acuáticos. Aporta nitr...","Sodium Potassium Nitrate is a natural fertilizer specially formulated to maintain ionic balance in aquatic systems. It provides nitrogen and potass...","O Nitrato Sódico Potássico é um fertilizante natural especialmente formulado para manter o equilíbrio iônico em sistemas aquáticos. Fornece nitrogê..."
QU012,quimicos,7,true,"Orthotolidine (OTO)","Orthotolidine (OTO)","Ortotoluidina (OTO)","Reactivo líquido utilizado para la determinación cualitativa y semicuantitativa de cloro en el agua de piscinas, tanques y reservorios, mediante un...","Liquid reagent used for qualitative and semi-quantitative determination of chlorine in pool, tank and reservoir water, through an easy-to-interpret...","Reagente líquido utilizado para determinação qualitativa e semi-quantitativa de cloro na água de piscinas, tanques e reservatórios, através de uma ..."
QU013,quimicos,7,true,"Percarbonato de Sodio","Sodium Percarbonate","Percarbonato de Sódio","El Percarbonato de Sodio es un compuesto con propiedades desinfectantes, oxigenantes y antiparasitarias, utilizado en sistemas acuáticos como labor...","Sodium Percarbonate is a compound with disinfectant, oxygenating and antiparasitic properties, used in aquatic systems such as larval laboratories ...","O Percarbonato de Sódio é um composto com propriedades desinfetantes, oxigenantes e antiparasitárias, utilizado em sistemas aquáticos como laborató..."
QU014,quimicos,7,true,"Peróxido de Hidrógeno","Hydrogen Peroxide","Peróxido de Hidrogênio","El Peróxido de Hidrógeno (H₂O₂) es un potente agente oxidante y desinfectante utilizado en cultivos acuáticos para el control de bacterias anaeróbi...","Hydrogen Peroxide (H₂O₂) is a powerful oxidizing and disinfectant agent used in aquatic cultures for the control of anaerobic bacteria, fungi, mold...","O Peróxido de Hidrogênio (H₂O₂) é um potente agente oxidante e desinfetante utilizado em cultivos aquáticos para o controle de bactérias anaeróbica..."
QU015,quimicos,7,true,"Refrigerante Ecológico R507","Ecological Refrigerant R507","Refrigerante Ecológico R507","El R-507 es un refrigerante ecológico HFC (hidrógeno-flúor-carbono), en mezcla azeotrópica, ideal para aplicaciones de refrigeración comercial de m...","R-507 is an ecological HFC (hydrogen-fluorocarbon) refrigerant, in azeotropic mixture, ideal for medium and low temperature commercial refrigeratio...","O R-507 é um refrigerante ecológico HFC (hidrogênio-flúor-carbono), em mistura azeotrópica, ideal para aplicações de refrigeração comercial de médi..."
QU016,quimicos,7,true,"Sulfato de Aluminio (SO4)3 Al2","Aluminum Sulfate (SO₄)₃ Al₂","Sulfato de Alumínio (SO₄)₃ Al₂","El sulfato de aluminio es un agente coagulante altamente eficaz, utilizado en acuicultura para clarificar el agua, controlar nutrientes y reducir l...","Aluminum sulfate is a highly effective coagulating agent used in aquaculture to clarify water, control nutrients and reduce pathogen load. Its use ...","O sulfato de alumínio é um agente coagulante altamente eficaz, utilizado na aquicultura para clarificar a água, controlar nutrientes e reduzir a ca..."
QU017,quimicos,7,true,"Thiosulfato de Sodio","Sodium Thiosulfate","Tiossulfato de Sódio","El Tiosulfato de Sodio es un compuesto altamente eficaz para la neutralización del cloro en sistemas de acuicultura. Su uso es esencial en procesos...","Sodium Thiosulfate is a highly effective compound for chlorine neutralization in aquaculture systems. Its use is essential in processes that requir...","O Tiossulfato de Sódio é um composto altamente eficaz para a neutralização do cloro em sistemas de aquicultura. Seu uso é essencial em processos qu..."
QU018,quimicos,7,true,"Trilon B - EDTA","Trilon B - EDTA","Trilon B - EDTA","Trilon B es un agente quelante producido por BASF, compuesto por sales de sodio de EDTA. Su función principal es la quelación de metales pesados co...","Trilon B is a chelating agent produced by BASF, composed of sodium salts of EDTA. Its main function is the chelation of heavy metals such as iron, ...","Trilon B é um agente quelante produzido pela BASF, composto por sais de sódio de EDTA. Sua função principal é a quelação de metais pesados como fer..."
